origen,destino,rol,capacidad_mbps,supuesto,trafico_mbps
PE1-CENTRAL,PE2-CENTRAL,wan,10000.0,"wan/inferido hacia la nube MPLS, asumido 10 Gbps por analogía con los enlaces MPLS documentados",0.0
PE1-BALZAY,FORTIGATE-1800F-BALZAY,wan,10000.0,documentada (diagrama MPLS),0.0
PE2-BALZAY,FORTIGATE-1800F-BALZAY,wan,10000.0,documentada (diagrama MPLS),0.0
PE1-CENTRAL,FORTIGATE-1800F-CENTRAL,wan,10000.0,documentada (diagrama MPLS),0.0
PE2-CENTRAL,FORTIGATE-1800F-CENTRAL,wan,10000.0,documentada (diagrama MPLS),0.0
FORTIGATE-1800F-BALZAY,DT-0A-C12,wan,10000.0,documentada (diagrama MPLS),0.0
FORTIGATE-1800F-BALZAY,DT-0A-C13,wan,10000.0,documentada (diagrama MPLS),0.0
FORTIGATE-1800F-CENTRAL,DATCC-2A-C2,wan,10000.0,documentada (diagrama MPLS),0.0
FORTIGATE-1800F-CENTRAL,DATCC-2A-C3,wan,10000.0,documentada (diagrama MPLS),0.0
PE2-BALZAY,DT-0A-C13,wan,20000.0,documentada (diagrama MPLS),0.0
PE2-CENTRAL,DATCC-2A-C3,wan,20000.0,documentada (diagrama MPLS),0.0
FORTIGATE-1800F-BALZAY,FORTIGATE-1800F-CENTRAL,wan,1000.0,documentada (diagrama MPLS),0.0
DT-0A-C12,ROUTER-L2TP-BALZAY,wan,1000.0,documentada (diagrama MPLS),0.0
DT-0A-C13,ROUTER-L2TP-BALZAY,wan,1000.0,documentada (diagrama MPLS),0.0
ROUTER-L2TP-BALZAY,ROUTER-CAMPUS-MUSEO,wan,1000.0,documentada (diagrama MPLS),0.0
ROUTER-L2TP-BALZAY,ROUTER-CAMPUS-CENTRO-HISTORICO,wan,1000.0,documentada (diagrama MPLS),0.0
ROUTER-CAMPUS-MUSEO,SW-ARUBA-MUSEO,wan,10000.0,"wan/inferido hacia la nube MPLS, asumido 10 Gbps por analogía con los enlaces MPLS documentados",0.0
SW-ARUBA-MUSEO,DATCC-2A-C2,wan,10000.0,documentada (diagrama MPLS),0.0
ROUTER-CAMPUS-CENTRO-HISTORICO,SW-ARUBA-CENTRO-HISTORICO,wan,10000.0,"wan/inferido hacia la nube MPLS, asumido 10 Gbps por analogía con los enlaces MPLS documentados",0.0
SW-ARUBA-CENTRO-HISTORICO,DATCC-2A-C3,wan,10000.0,documentada (diagrama MPLS),0.0
